Year,Country ,Country Code,Medal Type,Medals
1996,Romania,ROU,No Medal,113
1960,Sweden,SWE,No Medal,113
1972,Australia,AUS,No Medal,114
1988,Bulgaria,BGR,No Medal,114
1928,France,FRA,No Medal,114
1968,Japan,JPN,No Medal,114
1968,Poland,POL,No Medal,114
1976,Sweden,SWE,No Medal,115
1964,Canada,CAN,No Medal,116
2004,Poland,POL,No Medal,116
1952,Italy,ITA,No Medal,117
1952,Sweden,SWE,No Medal,117
1956,UK,GBR,No Medal,118
1964,Hungary,HUN,No Medal,118
1968,Italy,ITA,No Medal,118
1960,Russia,RUS,No Medal,118
1952,USA,USA,No Medal,118
2008,Hungary,HUN,No Medal,120
2012,Spain,ESP,No Medal,121
1968,Sweden,SWE,No Medal,121
2000,Hungary,HUN,No Medal,122
2008,South Korea,KOR,No Medal,122
2012,South Korea,KOR,No Medal,122
1976,Poland,POL,No Medal,122
2000,Poland,POL,No Medal,122
1936,USA,USA,No Medal,122
1976,Australia,AUS,No Medal,124
2000,South Korea,KOR,No Medal,124
1980,Bulgaria,BGR,No Medal,125
2012,Brazil,BRA,No Medal,125
1980,Czech Republic,CZE,No Medal,125
1960,Australia,AUS,No Medal,126
2004,Hungary,HUN,No Medal,126
1980,Romania,ROU,No Medal,126
2004,Brazil,BRA,No Medal,127
1924,France,FRA,No Medal,127
1988,Hungary,HUN,No Medal,127
1980,Sweden,SWE,No Medal,127
1988,Czech Republic,CZE,No Medal,128
1968,France,FRA,No Medal,128
1960,Italy,ITA,No Medal,129
1980,Hungary,HUN,No Medal,130
1964,Russia,RUS,No Medal,130
1956,USA,USA,No Medal,130
1964,Australia,AUS,No Medal,131
2004,South Korea,KOR,No Medal,131
2008,Brazil,BRA,No Medal,132
1996,Hungary,HUN,No Medal,132
1992,Bulgaria,BGR,No Medal,133
2008,Spain,ESP,No Medal,133
1952,UK,GBR,No Medal,133
2016,Spain,ESP,No Medal,134
1948,France,FRA,No Medal,134
1952,Finland,FIN,No Medal,135
1972,Japan,JPN,No Medal,135
1976,Japan,JPN,No Medal,135
1980,Russia,RUS,No Medal,135
1984,Australia,AUS,No Medal,136
1952,Germany,DEU,No Medal,136
1952,France,FRA,No Medal,136
1972,Italy,ITA,No Medal,136
1984,China,CHN,No Medal,137
1996,Ukraine,UKR,No Medal,137
2016,Ukraine,UKR,No Medal,137
1960,USA,USA,No Medal,137
1960,France,FRA,No Medal,138
1964,UK,GBR,No Medal,138
2016,Poland,POL,No Medal,138
1988,Sweden,SWE,No Medal,138
1956,Australia,AUS,No Medal,139
1980,Germany,DEU,No Medal,140
1960,UK,GBR,No Medal,140
2000,Japan,JPN,No Medal,141
1992,South Korea,KOR,No Medal,141
2012,Poland,POL,No Medal,141
1948,UK,GBR,No Medal,142
2004,Japan,JPN,No Medal,142
1996,South Korea,KOR,No Medal,142
1968,Mexico,MEX,No Medal,142
1976,Russia,RUS,No Medal,142
2004,Canada,CAN,No Medal,143
1988,Spain,ESP,No Medal,143
1976,France,FRA,No Medal,143
2004,UK,GBR,No Medal,143
2004,Spain,ESP,No Medal,144
1996,Spain,ESP,No Medal,145
1984,France,FRA,No Medal,145
1976,Italy,ITA,No Medal,145
1968,Russia,RUS,No Medal,145
2016,Russia,RUS,No Medal,146
2000,China,CHN,No Medal,147
1972,France,FRA,No Medal,147
2000,Italy,ITA,No Medal,148
1968,UK,GBR,No Medal,149
1960,Germany,DEU,No Medal,150
1968,Canada,CAN,No Medal,151
1996,China,CHN,No Medal,151
2012,Italy,ITA,No Medal,151
2012,Japan,JPN,No Medal,151
1992,Sweden,SWE,No Medal,151
2008,UK,GBR,No Medal,152
1996,Italy,ITA,No Medal,152
1972,Poland,POL,No Medal,152
1992,Romania,ROU,No Medal,152
1984,Sweden,SWE,No Medal,152
1988,Australia,AUS,No Medal,155
2016,Italy,ITA,No Medal,155
1996,Japan,JPN,No Medal,155
2016,Japan,JPN,No Medal,155
1980,Poland,POL,No Medal,155
1964,USA,USA,No Medal,155
2004,Italy,ITA,No Medal,156
1992,Poland,POL,No Medal,156
1972,Russia,RUS,No Medal,156
2000,Spain,ESP,No Medal,157
2016,UK,GBR,No Medal,157
2008,Poland,POL,No Medal,157
1984,Japan,JPN,No Medal,158
2008,Japan,JPN,No Medal,158
1992,Czech Republic,CZE,No Medal,159
2000,UK,GBR,No Medal,159
2012,Ukraine,UKR,No Medal,159
1976,UK,GBR,No Medal,160
2004,Ukraine,UKR,No Medal,160
1992,Australia,AUS,No Medal,161
1964,Japan,JPN,No Medal,161
2008,Ukraine,UKR,No Medal,161
1996,France,FRA,No Medal,162
1980,UK,GBR,No Medal,162
1972,Canada,CAN,No Medal,163
2000,Canada,CAN,No Medal,163
2012,Canada,CAN,No Medal,163
2016,Canada,CAN,No Medal,163
1964,Germany,DEU,No Medal,163
2012,France,FRA,No Medal,163
1984,Italy,ITA,No Medal,164
1992,Hungary,HUN,No Medal,165
1988,China,CHN,No Medal,166
1996,UK,GBR,No Medal,166
1988,Italy,ITA,No Medal,167
2000,Ukraine,UKR,No Medal,167
1968,USA,USA,No Medal,169
2004,France,FRA,No Medal,170
2016,France,FRA,No Medal,170
2008,Italy,ITA,No Medal,171
2008,Canada,CAN,No Medal,172
1972,UK,GBR,No Medal,172
2000,France,FRA,No Medal,173
2016,Australia,AUS,No Medal,174
1996,Canada,CAN,No Medal,174
1984,USA,USA,No Medal,174
2012,China,CHN,No Medal,175
2008,France,FRA,No Medal,176
2004,China,CHN,No Medal,177
2016,China,CHN,No Medal,177
1992,China,CHN,No Medal,178
2008,Germany,DEU,No Medal,181
2004,Russia,RUS,No Medal,182
1996,Australia,AUS,No Medal,184
2012,Australia,AUS,No Medal,184
1988,Russia,RUS,No Medal,185
1996,Russia,RUS,No Medal,185
2000,Russia,RUS,No Medal,186
2012,Germany,DEU,No Medal,189
2016,Germany,DEU,No Medal,190
1976,USA,USA,No Medal,190
2004,Australia,AUS,No Medal,192
2012,Russia,RUS,No Medal,192
2008,Australia,AUS,No Medal,193
1984,Canada,CAN,No Medal,193
1988,France,FRA,No Medal,193
1972,USA,USA,No Medal,193
2004,Germany,DEU,No Medal,194
1976,Germany,DEU,No Medal,195
1996,Germany,DEU,No Medal,195
1992,Spain,ESP,No Medal,196
1988,Japan,JPN,No Medal,196
1984,Germany,DEU,No Medal,197
1968,Germany,DEU,No Medal,198
2000,Germany,DEU,No Medal,199
1992,Japan,JPN,No Medal,199
1984,UK,GBR,No Medal,200
2012,USA,USA,No Medal,200
2016,USA,USA,No Medal,200
1976,Canada,CAN,No Medal,202
1992,Italy,ITA,No Medal,204
2008,Russia,RUS,No Medal,204
2012,UK,GBR,No Medal,205
2004,Greece,GRC,No Medal,205
2008,USA,USA,No Medal,210
2016,Brazil,BRA,No Medal,211
2008,China,CHN,No Medal,211
1972,Germany,DEU,No Medal,211
2004,USA,USA,No Medal,211
1988,UK,GBR,No Medal,215
1996,USA,USA,No Medal,215
1988,South Korea,KOR,No Medal,216
2000,USA,USA,No Medal,218
1992,UK,GBR,No Medal,220
1988,USA,USA,No Medal,226
1992,Russia,RUS,No Medal,229
1988,Canada,CAN,No Medal,230
1992,France,FRA,No Medal,230
1992,Canada,CAN,No Medal,233
2000,Australia,AUS,No Medal,234
1992,Germany,DEU,No Medal,234
1988,Germany,DEU,No Medal,237
1992,USA,USA,No Medal,256
